barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,_id,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
null,ALASKA CHIP COMPAN,4.19,4.19,null,1108,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.19,ALASKA CHIP COMPAN,null,null,null,null,null,null,null,null,null,null
null,ALASKA CHIP COMPNY,4.19,4.19,null,1109,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.19,ALASKA CHIP COMPNY,null,null,null,null,null,null,null,null,null,null
null,NUTELLA &,6.67,6.67,null,1110,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,NUTELLA,null,6.67,NUTELLA &,null,null,null,null,null,null,null,null,null,null
null,Colby Jack Cheese,7.9,7.9,null,1111,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,7.9,LUCCHES COLBYJAC,null,null,null,null,null,null,null,null,null,null
null,LEGO 71029,4.99,4.99,null,1113,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.99,LEGO 71029,null,null,null,null,null,null,null,null,null,null
null,LEGO 71029,4.99,4.99,null,1114,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.99,LEGO 71029,null,null,null,null,null,null,null,null,null,null
3.11112E+11,BEN AND JERRYS ICE CREAM,3.49,3.49,null,1122,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,34.9,null,FALSE,null,null,null,null,BEN AND JERRYS ICE CREAM
3.11112E+11,BEN AND JERRYS ICE CREAM,3.49,3.49,null,1123,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,34.9,null,FALSE,null,null,null,null,BEN AND JERRYS ICE CREAM
3.11112E+11,BEN AND JERRYS ICE CREAM,3.49,3.49,null,1124,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,34.9,null,FALSE,null,null,null,null,BEN AND JERRYS ICE CREAM
3.11112E+11,BEN AND JERRYS ICE CREAM,4.49,4.49,null,1125,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,4.49,BEN UERRYS I,null,null,44.9,null,FALSE,null,null,null,null,BEN AND JERRYS ICE CREAM
3.11112E+11,BEN AND JERRYS ICE CREAM,3.49,3.49,null,1127,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,34.9,null,FALSE,null,null,null,null,BEN AND JERRYS ICE CREAM
3.11112E+11,BEN AND JERRYS ICE CREAM,3.49,3.49,null,1143,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,3.49,BEN JERRYS I,null,null,34.9,null,FALSE,null,null,null,null,BEN AND JERRYS ICE CREAM
null,STO BABY SPR,5.99,5.99,null,1208,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,5.99,STO BABY SPR,null,null,null,null,null,null,null,null,null,null
null,LEGO 71029,4.99,4.99,null,1209,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.99,LEGO 71029,null,null,null,null,null,null,null,null,null,null
null,PC JAMIE PANEL,23.99,23.99,null,1210,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,23.99,PC JAMIE PANEL,null,null,null,null,null,null,null,null,null,null
null,PCJAMIE PANEL,23.99,23.99,null,1211,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,23.99,PCJAMIE PANEL,null,null,null,null,null,null,null,null,null,null
null,Sunflower Seeds,3.05,3.05,null,1212,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,3.05,SFOW,null,null,null,null,null,null,null,null,null,null
null,MYLIFEAS,8.87,8.87,null,1213,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,8.87,MYLIFEAS,null,null,null,null,null,null,null,null,null,null
null,LEGO 30554,4.97,4.97,null,1214,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.97,LEGO 30554,null,null,null,null,null,null,null,null,null,null
null,LEGO 30554,4.97,4.97,null,1215,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.97,LEGO 30554,null,null,null,null,null,null,null,null,null,null
null,LEGO 30554,4.97,4.97,null,1216,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.97,LEGO 30554,null,null,null,null,null,null,null,null,null,null
null,REINFRCMENT,1.93,1.93,null,1217,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,1.93,REINFRCMENT,null,null,null,null,null,null,null,null,null,null
null,PFFY,3.18,3.18,null,1218,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,3.18,PFFY,null,null,null,null,null,null,null,null,null,null
null,10ZDFP,1.24,1.24,null,1219,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,1.24,10ZDFP,null,null,null,null,null,null,null,null,null,null
null,500PC ELASTC,2.94,2.94,null,1220,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,2.94,500PC ELASTC,null,null,null,null,null,null,null,null,null,null
70158008678,Krazy Glue Sticks,9.17,9.17,null,1221,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,KRAZY GLUE,null,9.17,GLUE STICK,null,null,null,null,null,null,null,null,null,null
70158008678,Krazy Glue Sticks,9.17,9.17,null,1222,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,KRAZY GLUE,null,9.17,GLUE STICK,null,null,null,null,null,null,null,null,null,null
null,ENR AA24PK,16.24,16.24,null,1224,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,ENERGIZER MAX,null,16.24,ENR AA24PK,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1225,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1226,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1227,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1228,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1229,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAYDONB,0.56,0.56,null,1230,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAYDONB,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1231,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAYDOH,0.56,0.56,null,1232,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAYDOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1233,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAY DOH,0.56,0.56,null,1234,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAY DOH,null,null,null,null,null,null,null,null,null,null
null,PLAYDOH,0.56,0.56,null,1235,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.56,PLAYDOH,null,null,null,null,null,null,null,null,null,null
null,Sour Cream Angel Food Cake,4.28,4.28,null,1236,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.28,SOUR CREAN,null,null,null,null,null,null,null,null,null,null
null,Sour Cream,4.28,4.28,null,1237,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,4.28,SOUR CREAM,null,null,null,null,null,null,null,null,null,null
null,Eggs,9.12,9.12,null,1238,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,9.12,EGGS 60CT,null,null,null,null,null,null,null,null,null,null
null,HOUSE KIT,11.23,11.23,null,1240,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,11.23,HOUSE KIT,null,null,null,null,null,null,null,null,null,null
null,2% Milk,3.79,3.79,null,1241,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,3.79,19 MILK,null,null,null,null,null,null,null,null,null,null
null,Apple Juice,3.38,3.38,null,1242,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,3.38,APPLE JUICE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1243,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1244,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1245,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1246,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1247,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1249,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1250,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CVVEESESAUCE,2.34,2.34,null,1251,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,2.34,CVVEESESAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1252,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1253,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE A,2.34,2.34,null,1254,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,2.34,CHEESE SAUCE A,null,null,null,null,null,null,null,null,null,null
null,CHEESE SAUCE,2.34,2.34,null,1255,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SIGNATURE KITCHEN,null,2.34,CHEESE SAUCE,null,null,null,null,null,null,null,null,null,null
null,10X103D PL,12.62,12.62,null,1256,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,12.62,10X103D PL,null,null,null,null,null,null,null,null,null,null
null,CRAFTS,12.62,12.62,null,1257,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,12.62,CRAFTS,null,null,null,null,null,null,null,null,null,null
null,MS LRG RLNG,45.86,45.86,null,1258,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,45.86,MS LRG RLNG,null,null,null,null,null,null,null,null,null,null
null,Assorted Mini Muffins,11.99,11.99,null,1290,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,11.99,AST MINI CL,null,null,null,null,null,null,null,null,null,null
37466016023,LNDT MLK BNY TRY EAST 1.7 OZ,3.37,3.37,null,1292,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,LINDT,null,3.37,LINDT BUNNIE,null,null,null,null,null,null,null,null,null,null
null,KIT KAT BUNN,6.74,6.74,null,1298,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,KIT KAT,null,6.74,KIT KAT BUNN,null,null,null,null,null,null,null,null,null,null
null,GM HNYNUTC,2.49,2.49,null,1304,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,2.49,GM HNYNUTC,null,null,null,null,null,null,null,null,null,null
16000123151,Honey Nut Cheerios Rte Cereal - Family Size,3.49,3.49,null,1306,null,1,null,null,null,null,600b39f60a720f053500000e,null,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,HONEY NUT CHEERIOS CEREAL FAMILY SIZE,5332f5f3e4b03c9a25efd0ae,null,null,null,CHEERIOS,null,3.49,GM HNYNUT C,null,null,null,null,null,null,null,null,null,HONEY NUT CHEERIOS CEREAL FAMILY SIZE
4023,Flame Red Seedless Grapes,5.74,5.74,null,1308,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,5.74,GRAPES RED 1.9,null,null,null,null,null,null,null,null,null,null
3435,Pinova Apples,3.99,3.99,null,1310,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,3.99,APPLES KIKU,null,null,null,null,null,null,null,null,null,null
null,HERSHEY KISS,2.34,2.34,null,1312,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,HERSHEY'S KISSES,null,2.34,HERSHEY KISS,null,null,null,null,null,null,null,null,null,null
null,HERSHEY KISS,2.34,2.34,null,1314,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,HERSHEY'S KISSES,null,2.34,HERSHEY KISS,null,null,null,null,null,null,null,null,null,null
null,KERR JARS,14.99,14.99,null,1316,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,KERR,null,14.99,KERR JARS,null,null,null,null,null,null,null,null,null,null
null,PRSLAPPLE H,2.99,2.99,null,1322,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,2.99,PRSLAPPLE H,null,null,null,null,null,null,null,null,null,null
11110973009,Private Selection Angus Beef Chuck Patties,12.99,12.99,null,1324,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,PRIVATE SELECTION,null,12.99,PRSL RSTD PA,null,null,null,null,null,null,null,null,null,null
null,KRO VVHL VHT,0.95,0.95,null,1326,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.95,KRO VVHL VHT,null,null,null,null,null,null,null,null,null,null
null,KRO VVHL NHT,0.95,0.95,null,1328,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,null,null,0.95,KRO VVHL NHT,null,null,null,null,null,null,null,null,null,null
11110847454,"Private Selection Biscuits, Petit Beurre, Dark Chocolate",2.99,2.99,null,1330,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,PRIVATE SELECTION,null,2.99,PRVSELCT DR,null,null,null,null,null,null,null,null,null,null
null,SKITTLES VNLD,2.24,2.24,null,1332,null,1,null,null,null,null,600b39f60a720f053500000e,null,null,null,null,null,null,null,null,SKITTLES,null,2.24,SKITTLES VNLD,null,null,null,null,null,null,null,null,null,null
53000069867,BORDEN REFRIGERATED REGULAR MONTEREY JACK CHEESE SLICED REGULAR FAT 6 OZ - 0053000069861,4.53,4.53,null,1011,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,5e825d64f221c312e698a62a,null,null,null,BORDEN,null,4.53,"BORDEN 29 N ILK, 1/2 GAL",null,null,null,null,null,null,null,null,null,null
null,ENNILS SAUSAGE MUSHROOM PIZZA,6.9,6.9,null,1013,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,6.9,ENNILS SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,null,null
null,ENNILS SAUSAGE MUSHROONN PIZZA,13.1,13.1,null,1015,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,13.1,ENNILS SAUSAGE MUSHROONN PIZZA,null,null,null,null,null,null,null,null,null,null
null,KLARBRUNN 12PK 12 FL OZ,10.15,10.15,null,1017,null,5,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,10.15,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,null,null
null,"BORDCN 29 MILK, 1/2 GAL",8.42,8.42,null,1019,null,2,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,8.42,"BORDCN 29 MILK, 1/2 GAL",null,null,null,null,null,null,null,null,null,null
null,GMILLS LCKYCART,10.99,10.99,null,1024,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,10.99,GMILLS LCKYCART,null,null,null,null,null,null,null,null,null,null
null,BCDLGHTS BRSMX0.99,0.79,0.79,null,1025,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,0.79,BCDLGHTS BRSMX0.99,null,null,null,null,null,null,null,null,null,null
null,BCHRSHYCHOCFRST,1.98,1.98,null,1026,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,1.98,BCHRSHYCHOCFRST,null,null,null,null,null,null,null,null,null,null
null,GMILLSCHEX,1.49,1.49,null,1027,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,1.49,GMILLSCHEX,null,null,null,null,null,null,null,null,null,null
16000877009,General Mills Breakfast Packs Rte Cereal - 9.14Oz,2.49,2.49,null,1028,null,1,null,null,null,null,600b139e0a7214ada200000a,null,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,GM CEREAL VARIETY PACKS,5332f5f3e4b03c9a25efd0ae,null,null,null,GENERAL MILLS,null,2.49,GM CEREAL RICE,null,null,null,null,null,null,null,null,null,GM CEREAL VARIETY PACKS
null,GM CEREALCRN,2.49,2.49,null,1029,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,2.49,GM CEREALCRN,null,null,null,null,null,null,null,null,null,null
null,BCPEANUTBUTTER,3.79,3.79,null,1030,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,3.79,BCPEANUTBUTTER,null,null,null,null,null,null,null,null,null,null
null,JACKLINKS ORIGINA,5.99,5.99,null,1031,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,JACK LINK'S,null,5.99,JACKLINKS ORIGINA,null,null,null,null,null,null,null,null,null,null
null,TROLLISOU,6.98,6.98,null,1032,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,6.98,TROLLISOU,null,null,null,null,null,null,null,null,null,null
null,KRAFTVELVEETASHE,5.99,5.99,null,1033,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,5.99,KRAFTVELVEETASHE,null,null,null,null,null,null,null,null,null,null
5.11112E+11,CRACKER BARREL,28.14,28.14,null,1034,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,559c2234e4b06aca36af13c6,null,559c2234e4b06aca36af13c6,null,null,null,CRACKER BARREL,null,28.14,CRCKR BRL,null,null,140.7,null,FALSE,null,null,null,null,null
22000014252,ORBIT BUBBLE MINT DENTAL GUM SUGAR FREE PELLET RP 180 CT - 0022000014252,6.45,6.45,null,1036,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,5e825d64f221c312e698a62a,null,null,null,ORBIT,null,6.45,ORBIT GUM,null,null,null,null,null,null,null,null,null,null
null,CHEEZIT CRCKR,6.49,6.49,null,1037,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,CHEEZ-IT,null,6.49,CHEEZIT CRCKR,null,null,null,null,null,null,null,null,null,null
null,SUNSHINEC,4.98,4.98,null,1038,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,4.98,SUNSHINEC,null,null,null,null,null,null,null,null,null,null
25500005188,Folgers Classic Roast Medium Roast Ground Coffee,9.99,9.99,null,1039,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,SWISS MISS CAFÃ‰,5e825d64f221c312e698a62a,null,null,null,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFF CLSC,null,null,null,null,TRUE,null,null,null,null,null
null,FOLGERS COFFEE,9.99,9.99,null,1040,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFFEE,null,null,null,null,TRUE,null,null,null,null,null
29000073692,PLANTERS Mixed Nuts 56 oz. Canister,14.99,14.99,null,1042,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,559c2234e4b06aca36af13c6,PLANTERS MIXED NUTS,559c2234e4b06aca36af13c6,null,null,null,PLANTERS,null,14.99,PLNTR CASHENS33OZ,null,null,75,null,null,null,null,null,null,PLANTERS MIXED NUTS
null,KLLGO FUN PACK CRL,4.99,4.99,null,1045,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,4.99,KLLGO FUN PACK CRL,null,null,null,null,null,null,null,null,null,null
null,FRUITYSNACKS,5.99,5.99,null,1048,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,5.99,FRUITYSNACKS,null,null,null,null,null,null,null,null,null,null
null,FOLGERS COFFEE,9.99,9.99,null,1049,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFFEE,null,null,null,null,TRUE,null,null,null,null,null
null,PLNTRCASHEWS33OZ,14.99,14.99,null,1051,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,14.99,PLNTRCASHEWS33OZ,null,null,null,null,null,null,null,null,null,null
null,KLLGO FUN PACKCRL,4.99,4.99,null,1053,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,4.99,KLLGO FUN PACKCRL,null,null,null,null,null,null,null,null,null,null
null,FRUITY SNACKS,5.99,5.99,null,1056,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,KROGER,null,5.99,FRUITY SNACKS,null,null,null,null,null,null,null,null,null,null
null,PRG USORG CRISPS,2.99,2.99,null,1057,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,PRINGLES,null,2.99,PRG USORG CRISPS,null,null,null,null,null,null,null,null,null,null
null,PRINGLES CRISPS,2.99,2.99,null,1058,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,PRINGLES,null,2.99,PRINGLES CRISPS,null,null,null,null,null,null,null,null,null,null
null,KLLGG S CEREAL,4.99,4.99,null,1059,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,KELLOGG'S,null,4.99,KLLGG S CEREAL,null,null,null,null,null,null,null,null,null,null
null,MARTINELLISSPARKL,2.49,2.49,null,1062,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,null,null,2.49,MARTINELLISSPARKL,null,null,null,null,null,null,null,null,null,null
41321006357,WISHBONE RUSSIAN SALAD DRESSING PLASTIC BOTTLE 15 OZ - 0041321006351,3.29,3.29,null,1063,null,1,null,null,null,null,600b139e0a7214ada200000a,null,Action not allowed for user and CPG,5e825d64f221c312e698a62a,WISHBONE SALAD DRESSING,5e825d64f221c312e698a62a,null,null,null,WISHBONE,null,3.29,WISHBONE RUSSIAN,null,null,null,null,null,null,null,null,null,WISHBONE SALAD DRESSING
48001213517,BST FDS SPRD MYNS JAR 30 FL OZ,4.28,4.28,null,1071,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,BEST FOODS MAYONNAISE,559c2234e4b06aca36af13c6,null,null,null,HELLMANN'S/BEST FOODS,null,4.28,BESTFOODS,null,null,null,null,null,null,null,null,null,BEST FOODS MAYONNAISE
null,CMPBL ORM,1.98,1.98,null,1073,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,CAMPBELL'S,null,1.98,CMPBL ORM,null,null,null,null,null,null,null,null,null,null
null,MCGRILLMATES,1.99,1.99,null,1075,null,1,null,null,null,null,600b139e0a7214ada200000a,null,null,null,null,null,null,null,null,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MCGRILLMATES,null,null,null,null,null,null,null,null,null,null
