bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,createDate1,dateScanned1,finishedDate1,modifyDate1,pointsAwardedDate1,purchaseDate1,id_oid
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,25-01-2021 06:08,600fb1e90a720f0535000049
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,10-01-2021 06:09,600fb2170a720f053500004e
5,All-receipts receipt bonus,5,1,FINISHED,1,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,25-01-2021 06:09,600fb21f0a7214ada2000056
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500,2,REJECTED,34.96,5fbc35711d967d1222cbfefc,26-01-2021 20:40,26-01-2021 20:40,null,26-01-2021 20:40,null,30-12-2020 00:00,60107e3b0a720f0535000051
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",7137.2,670,FINISHED,4721.95,600f35015edb782098e2ac1b,25-01-2021 21:36,25-01-2021 21:36,26-01-2021 03:06,26-01-2021 03:07,26-01-2021 03:06,24-01-2021 00:00,600f39c30a7214ada2000030
5,All-receipts receipt bonus,5,1,FINISHED,10,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,25-01-2021 06:09,600fb2130a7214ada2000052
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,25-01-2021 06:08,600fb1e80a7214ada200004e
5,All-receipts receipt bonus,5,1,FINISHED,1,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,25-01-2021 06:09,600fb2190a7214ada2000054
5,All-receipts receipt bonus,1205,1,FINISHED,1,54943462e4b07e684157a532,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,25-01-2021 06:08,600fb1e60a720f0535000048
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500,2,REJECTED,34.96,5fbc35711d967d1222cbfefc,26-01-2021 21:32,26-01-2021 21:32,null,26-01-2021 21:32,null,30-12-2020 00:00,60108a5b0a7214ada2000057
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755,1,FINISHED,1,600fb1e4a4b74c120bd18777,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,25-01-2021 06:08,600fb1e50a7214ada200004d
5,All-receipts receipt bonus,5,5,FINISHED,49.95,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,23-01-2021 06:00,600fb21a0a720f053500004f
0,null,125,5,FINISHED,25,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,23-01-2021 06:00,600fb2150a720f053500004d
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,5,FINISHED,49.95,600fb1ac73c60b12049027bb,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,21-01-2021 06:00,600fb1d80a7214ada200004b
27,COMPLETE_PARTNER_RECEIPT,50.6,4,FINISHED,4.66,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,25-01-2021 06:09,600fb2110a720f053500004c
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,5,FINISHED,49.95,600fb1ac73c60b12049027bb,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,12-01-2021 00:00,600fb1dc0a720f0535000046
5,All-receipts receipt bonus,5,5,FINISHED,49.95,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,15-01-2021 06:00,600fb21d0a720f0535000050
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755,1,FINISHED,1,600fb1ec73c60b1204902af4,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,25-01-2021 06:08,600fb1ec0a7214ada200004f
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,13-01-2021 06:08,600fb1e00a7214ada200004c
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",200,9,FINISHED,89.91,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,25-01-2021 06:09,600fb2060a720f053500004b
0,null,250,5,FINISHED,49.95,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,23-01-2021 06:00,600fb21c0a7214ada2000055
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,26-01-2021 06:08,13-01-2021 06:08,600fb1e20a720f0535000047
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,10,FINISHED,10,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,11-01-2021 00:00,600fb1fd0a720f053500004a
100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",400,1,FINISHED,9.99,600fb1ac73c60b12049027bb,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,26-01-2021 06:09,600fb20b0a7214ada2000051
5,All-receipts receipt bonus,5,2,FINISHED,1,6011f31ea4b74c18d3a8c476,27-01-2021 23:13,27-01-2021 23:13,27-01-2021 23:13,27-01-2021 23:13,27-01-2021 23:13,26-01-2021 23:13,6011f39c0a720f05350000b4
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,5,FINISHED,50,6010bddaa4b74c120bd19dfb,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:27,27-01-2021 01:27,27-01-2021 01:12,26-01-2021 00:00,6010bdfa0a7214ada200005a
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,26-01-2021 01:13,6010be200a7214ada200005e
5,All-receipts receipt bonus,10199.8,2,FINISHED,11,6011f31ea4b74c18d3a8c476,27-01-2021 23:12,27-01-2021 23:12,27-01-2021 23:12,27-01-2021 23:12,27-01-2021 23:12,26-01-2021 23:12,6011f3490a7214ada200010e
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",850,4,FINISHED,21,60118c0fa4b74c18d3a8c151,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 00:00,60118c0f0a7214ada200007e
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4850,1,FINISHED,3.25,60118beaa4b74c18d3a8c0f8,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,26-01-2021 15:51,60118bea0a720f0535000064
5,All-receipts receipt bonus,5,4,FINISHED,25,60118c0fa4b74c18d3a8c151,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 00:00,60118c150a720f053500006d
5,All-receipts receipt bonus,5,1,FINISHED,2.23,6010bddaa4b74c120bd19dfb,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,27-01-2021 01:13,6010be3f0a7214ada2000063
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5850,1,FINISHED,3.25,6010bdf673c60b120490404e,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,26-01-2021 01:12,6010bdf60a7214ada2000059
0,null,0,3,REJECTED,3,60118bcfa4b74c18d3a8c0d7,27-01-2021 15:52,27-01-2021 15:52,null,27-01-2021 15:52,null,30-10-2017 00:00,60118c3b0a7214ada2000089
25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,1,6010bddaa4b74c120bd19dfb,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 01:14,26-01-2021 01:14,6010be5a0a720f053500005a
5,All-receipts receipt bonus,5,1,FLAGGED,1,6011f31ea4b74c18d3a8c476,27-01-2021 23:16,27-01-2021 23:16,null,27-01-2021 23:16,27-01-2021 23:16,26-01-2021 23:16,6011f4380a720f05350000b9
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FLAGGED,1,6010be18a4b74c120bd19e43,27-01-2021 01:12,27-01-2021 01:12,null,27-01-2021 01:12,27-01-2021 01:12,26-01-2021 01:12,6010be180a7214ada200005d
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",760,1,FINISHED,1,6010bddaa4b74c120bd19dfb,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,26-01-2021 01:12,6010bdef0a720f0535000053
300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",400,1,FINISHED,10,6010bddaa4b74c120bd19dfb,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,20-01-2021 00:00,6010bdfd0a720f0535000055
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FINISHED,10,6010bddaa4b74c120bd19dfb,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,27-01-2021 01:12,20-01-2021 00:00,6010be0a0a7214ada200005b
5,All-receipts receipt bonus,94.6,6,FINISHED,14,5fa8d542b055fd1dfdf09517,09-11-2020 05:36,09-11-2020 05:36,27-01-2021 01:28,27-01-2021 01:28,27-01-2021 01:28,08-11-2020 05:36,5fa8d5790a7214adc30001c4
5,All-receipts receipt bonus,1005,2,FINISHED,11,54943462e4b07e684157a532,27-01-2021 15:50,27-01-2021 15:50,27-01-2021 15:50,27-01-2021 15:51,27-01-2021 15:50,26-01-2021 15:50,60118bd30a720f0535000062
5,All-receipts receipt bonus,5,1,FINISHED,29,6011f33173c60b1804ce1102,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 00:00,6011f3390a720f05350000af
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",810,5,FLAGGED,13,6010be1c73c60b1204904079,27-01-2021 01:13,27-01-2021 01:13,null,27-01-2021 01:13,27-01-2021 01:13,26-01-2021 01:13,6010be1c0a720f0535000057
5,All-receipts receipt bonus,5,1,FINISHED,2.23,60118bcfa4b74c18d3a8c0d7,27-01-2021 15:52,27-01-2021 15:52,27-01-2021 15:52,27-01-2021 15:52,27-01-2021 15:52,27-01-2021 15:52,60118c340a720f0535000073
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FLAGGED,1,60118bcfa4b74c18d3a8c0d7,27-01-2021 15:51,27-01-2021 15:51,null,27-01-2021 15:51,null,26-01-2021 15:51,60118be80a7214ada2000075
0,null,0,3,REJECTED,3,6010bddaa4b74c120bd19dfb,27-01-2021 01:13,27-01-2021 01:13,null,27-01-2021 01:13,null,30-10-2017 00:00,6010be460a7214ada2000066
5,All-receipts receipt bonus,5,1,FINISHED,20,6011f33173c60b1804ce1102,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:12,27-01-2021 23:11,27-01-2021 00:00,6011f33a0a7214ada200010b
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",760,1,FINISHED,1,60118bcfa4b74c18d3a8c0d7,27-01-2021 15:50,27-01-2021 15:50,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,26-01-2021 15:50,60118be20a7214ada2000074
5,All-receipts receipt bonus,5,5,FINISHED,21,6011f33173c60b1804ce1102,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 23:11,27-01-2021 00:00,6011f3360a7214ada2000109
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1850,6,FINISHED,28,60118c09a4b74c18d3a8c12e,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 00:00,60118c0a0a720f0535000067
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150,1,FINISHED,10,60118bcfa4b74c18d3a8c0d7,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,27-01-2021 15:51,20-01-2021 00:00,60118bf90a7214ada2000079
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,11,REJECTED,1,5fa8d573770b516dda4f4d21,09-11-2020 05:36,09-11-2020 05:36,null,27-01-2021 01:13,09-11-2020 05:36,08-11-2020 05:36,5fa8d5730a7214adc30001c3
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150,4,FINISHED,22,6010be6673c60b12049040ef,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 01:14,27-01-2021 00:00,6010be6a0a720f053500005c
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e64e0a720f05f8000031
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e66c0a720f05f800004d
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e65b0a720f05f800003d
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 00:00,6013410c0a7214ad5000002a
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:55,28-01-2021 22:55,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 00:00,601340ff0a7214ad50000024
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1049.8,2,FINISHED,29.98,6012e1e6a4b74c3cbc516088,28-01-2021 16:45,28-01-2021 16:45,28-01-2021 16:45,28-01-2021 16:45,28-01-2021 16:45,28-01-2021 00:00,6012ea2d0a720f05f8000068
5,All-receipts receipt bonus,5,1,FINISHED,1,60132acb73c60b3ca7f3ba32,28-01-2021 21:22,28-01-2021 21:22,28-01-2021 21:22,28-01-2021 21:22,28-01-2021 21:22,27-01-2021 21:22,60132b1f0a7214ad5000000c
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FINISHED,10,60132acb73c60b3ca7f3ba32,28-01-2021 21:21,28-01-2021 21:21,28-01-2021 21:21,28-01-2021 21:21,28-01-2021 21:21,21-01-2021 00:00,60132ae40a7214ad50000007
300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300,1,FINISHED,10,60132acb73c60b3ca7f3ba32,28-01-2021 21:21,28-01-2021 21:21,28-01-2021 21:21,28-01-2021 21:21,28-01-2021 21:21,21-01-2021 00:00,60132aef0a720f05f800006d
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 00:00,601341150a7214ad5000002e
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 00:00,6012e6380a720f05f800001c
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 00:00,6012e62d0a720f05f8000012
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 00:00,601341040a7214ad50000026
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e64f0a720f05f8000032
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:55,28-01-2021 22:55,28-01-2021 22:55,28-01-2021 22:55,28-01-2021 22:55,28-01-2021 00:00,601340fc0a720f05f8000089
5,All-receipts receipt bonus,5,2,FINISHED,1,60132acb73c60b3ca7f3ba32,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,27-01-2021 21:24,60132b740a7214ad50000012
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 00:00,6012e6430a720f05f8000026
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",850,1,FINISHED,24,60132b85a4b74c3cbc516295,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 00:00,60132b860a720f05f8000075
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 00:00,601341160a720f05f8000095
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e6750a720f05f8000055
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e6620a720f05f8000043
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e6840a720f05f8000063
100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",940,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 16:28,28-01-2021 00:00,6012e6210a720f05f8000007
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e6710a720f05f8000051
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4944.7,689,FINISHED,4566.17,600f29a64329897eac239049,25-01-2021 20:53,25-01-2021 20:53,25-01-2021 22:04,28-01-2021 22:37,25-01-2021 22:04,24-01-2021 00:00,600f2fc80a720f0535000030
0,null,0,0,FLAGGED,0,60132b8873c60b3ca7f3bae8,28-01-2021 21:24,28-01-2021 21:24,null,28-01-2021 21:24,null,null,60132b890a7214ad50000013
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e6850a720f05f8000064
5,All-receipts receipt bonus,5,4,FINISHED,20,60132b8b73c60b3ca7f3baee,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 21:24,28-01-2021 00:00,60132b960a720f05f800007a
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 16:29,28-01-2021 00:00,6012e6660a720f05f8000047
0,null,840,4,FINISHED,84,5fa41775898c7a11a6bcef3e,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 22:56,28-01-2021 00:00,6013410f0a720f05f8000092
25,COMPLETE_NONPARTNER_RECEIPT,35,1,FINISHED,1,601442ce67804a1228b1dc41,29-01-2021 17:18,29-01-2021 17:18,29-01-2021 17:18,29-01-2021 17:18,29-01-2021 17:18,28-01-2021 17:18,601443720a7214ad50000063
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",375,5,FINISHED,25,6014485b84231211ce793d79,29-01-2021 17:42,29-01-2021 17:42,29-01-2021 17:42,29-01-2021 17:42,29-01-2021 17:42,24-01-2021 06:00,601448f30a720f05f80000d9
5,All-receipts receipt bonus,5,2,FINISHED,1,6014319173c60b3ca7f3bf01,29-01-2021 16:03,29-01-2021 16:03,29-01-2021 16:03,29-01-2021 16:03,29-01-2021 16:03,28-01-2021 16:03,601431db0a720f05f80000a8
5,All-receipts receipt bonus,5,1,REJECTED,10,6014436084231211ce793ced,29-01-2021 17:18,29-01-2021 17:18,null,29-01-2021 17:18,null,29-01-2021 00:00,601443600a7214ad50000060
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FINISHED,1,60145a3c84231211ce796c5d,29-01-2021 18:55,29-01-2021 18:55,29-01-2021 18:56,29-01-2021 18:56,29-01-2021 18:56,28-02-2021 18:55,60145a3d0a7214ad50000082
100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100,1,FINISHED,1,6014499c67804a1228b1f5b0,29-01-2021 17:50,29-01-2021 17:50,29-01-2021 17:50,29-01-2021 17:50,29-01-2021 17:50,13-01-2021 17:50,60144aee0a720f05f80000f1
0,null,0,null,PENDING,2.23,6014319173c60b3ca7f3bf01,29-01-2021 16:03,29-01-2021 16:03,29-01-2021 16:03,29-01-2021 16:03,null,29-01-2021 00:00,601431e40a7214ad50000041
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1499.5,5,FINISHED,99.95,60147a84c8b50e11d8453f29,29-01-2021 21:18,29-01-2021 21:18,29-01-2021 21:18,29-01-2021 21:18,29-01-2021 21:18,29-01-2021 00:00,60147ba00a7214ad500000d3
0,null,0,null,SUBMITTED,null,5fc961c3b8cfca11a077dd33,29-01-2021 22:11,29-01-2021 22:11,null,29-01-2021 22:11,null,null,601487f80a720f05f800018d
5,All-receipts receipt bonus,5,1,FINISHED,28,601465a884231211ce796db3,29-01-2021 19:44,29-01-2021 19:44,29-01-2021 19:44,29-01-2021 19:44,29-01-2021 19:44,29-01-2021 00:00,601465b00a7214ad5000009f
0,null,0,0,FLAGGED,0,60145a5467804a1228b20ded,29-01-2021 18:56,29-01-2021 18:56,null,29-01-2021 18:56,null,null,60145a540a720f05f8000116
0,null,840,4,FINISHED,84,60145ff384231211ce796d51,29-01-2021 20:41,29-01-2021 20:41,29-01-2021 20:41,29-01-2021 21:07,29-01-2021 20:41,29-01-2021 00:00,601472e20a7214ad500000ce
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FINISHED,1,601442ce67804a1228b1dc41,29-01-2021 17:16,29-01-2021 17:16,29-01-2021 17:16,29-01-2021 17:16,29-01-2021 17:16,28-01-2021 17:16,601442dd0a7214ad50000054
25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,10,601442ce67804a1228b1dc41,29-01-2021 17:17,29-01-2021 17:17,29-01-2021 17:17,29-01-2021 17:17,29-01-2021 17:17,22-01-2021 00:00,601443310a720f05f80000c6
5,All-receipts receipt bonus,5,1,REJECTED,10,60145a5167804a1228b20ddd,29-01-2021 18:56,29-01-2021 18:56,null,29-01-2021 18:56,null,29-01-2021 00:00,60145a510a7214ad50000086
5,All-receipts receipt bonus,5,2,FINISHED,1,60145a3c84231211ce796c5d,29-01-2021 18:57,29-01-2021 18:57,29-01-2021 18:57,29-01-2021 18:57,29-01-2021 18:57,28-01-2021 18:57,60145a960a7214ad50000095
0,null,100,1,FINISHED,10,6014658e67804a1228b20ef4,29-01-2021 19:45,29-01-2021 19:45,29-01-2021 19:45,29-01-2021 19:45,29-01-2021 19:45,22-01-2021 00:00,601465f40a720f05f8000137
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3250,2,FINISHED,11,60145a3c84231211ce796c5d,29-01-2021 18:57,29-01-2021 18:57,29-01-2021 18:57,29-01-2021 18:57,29-01-2021 18:57,28-01-2021 18:57,60145a830a7214ad5000008f
25,COMPLETE_NONPARTNER_RECEIPT,35,1,FINISHED,1,6014319173c60b3ca7f3bf01,29-01-2021 16:05,29-01-2021 16:05,29-01-2021 16:05,29-01-2021 16:05,29-01-2021 16:05,28-01-2021 16:05,601432400a7214ad50000043
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,29-01-2021 17:13,29-01-2021 17:13,29-01-2021 17:14,29-01-2021 17:14,29-01-2021 17:14,28-01-2021 17:13,601442570a7214ad5000004b
5,All-receipts receipt bonus,5,2,FINISHED,1,6014554a67804a1228b20ca9,29-01-2021 18:36,29-01-2021 18:36,29-01-2021 18:36,29-01-2021 18:36,29-01-2021 18:36,28-01-2021 18:36,601455a80a720f05f8000107
5,All-receipts receipt bonus,5,1,REJECTED,10,6014558284231211ce796b88,29-01-2021 18:35,29-01-2021 18:35,null,29-01-2021 18:35,null,29-01-2021 00:00,601455820a720f05f80000fb
5,All-receipts receipt bonus,5,2,FINISHED,11,54943462e4b07e684157a532,29-01-2021 16:05,29-01-2021 16:05,29-01-2021 16:05,29-01-2021 16:05,29-01-2021 16:05,28-01-2021 16:05,6014323b0a720f05f80000b2
